ID TERMO,PRATICAS VEDADAS,JUSTIFICATIVA,Unnamed: 3,Unnamed: 4,N_PALAVRAS
322094,10,"No dia 19.03.24, a comunicante passou a receber ligações telefônicas, através do número   (DDD11) 29376686,onde a pessoa identificou-se como César Augusto Guimarães, matrícula 037939450, afirmando ser consultor financeiro do Banco Santander, com CNPJ 90400888001-42 e da instituição bancária Previdência Privada -Futuro, com CNPJ 92.812.098/0001-08, e que  teria uma proposta  de portabilidade e redução de taxas e juros abusivos fora feito em meu contracheque., bem como repararia o dano causado pela financeira e cancelaria os empréstimos com parcelas de R$ 1.469,25, no prazo de 96 meses; R$ 943,36, em 96 meses o mesmo informou que foi duplicidade e que cancelaria a seguir; R$ 20,00 no prazo de 999 meses e R$ 20,00, no prazo de 999 meses, todos do Banco Previdência Privada ¿ Futuro, ficando uma única parcela de R$ 802,09, no prazo de 77 meses, o qual aumentou o prazo pra 96 meses  e ainda me ludibriou a fazer pelo  Cartão Benefício, alegando que cancelaria e faria de outra forma, bem como  reduziria o prazo como fora acordado. Mas não cumpriu com o acordado, conforme consta do Boletim de Ocorrência e documentos anexos a este termo de reclamação.",,,188
322094,11,"No dia 19.03.24, a comunicante passou a receber ligações telefônicas, através do número   (DDD11) 29376686,onde a pessoa identificou-se como César Augusto Guimarães, matrícula 037939450, afirmando ser consultor financeiro do Banco Santander, com CNPJ 90400888001-42 e da instituição bancária Previdência Privada -Futuro, com CNPJ 92.812.098/0001-08, e que  teria uma proposta  de portabilidade e redução de taxas e juros abusivos fora feito em meu contracheque., bem como repararia o dano causado pela financeira e cancelaria os empréstimos com parcelas de R$ 1.469,25, no prazo de 96 meses; R$ 943,36, em 96 meses o mesmo informou que foi duplicidade e que cancelaria a seguir; R$ 20,00 no prazo de 999 meses e R$ 20,00, no prazo de 999 meses, todos do Banco Previdência Privada ¿ Futuro, ficando uma única parcela de R$ 802,09, no prazo de 77 meses, o qual aumentou o prazo pra 96 meses  e ainda me ludibriou a fazer pelo  Cartão Benefício, alegando que cancelaria e faria de outra forma, bem como  reduziria o prazo como fora acordado. Mas não cumpriu com o acordado, conforme consta do Boletim de Ocorrência e documentos anexos a este termo de reclamação.",,,188
322095,10,"Bom dia, solicito meu boleto para quitação total do meu empréstimo com esta instituição",,,14
322096,12,"Prezados,  Solicito suspensão imediata de desconto em folha de pagamento sobre este contrato, visto que a FINANCEIRA BRB  vendeu essa dívida para o BANCO PINE e no Portal SOUGOV os dados da cessão da dívida não forma atualizados e por esse motivo, tenho tentando portabilidade (desde novembro/2023) e o Sistema não autoriza. Abri reclamação contra Banco Pine junto ao Bacen (sem sucesso) e junto à Ouvidoria do Pine solicitando atualização dos dados e o Banco  alega que o cadastro no nome do BRB não impede a portabilidade (abri reclamação junto ao MGI e este informou que o Banco Pine deve atualizar a rubrica, mas este se nega). Diante da inércia do Banco Pine (que dificulta a portabilidade deliberadamente), solicito imediata suspensão dos descontos até a atualização para a rubrica correta (para o Sistema permitir a portabilidade). Att,",,,137
322097,10,"A suspensão do desconto cartao BMG obrigatoriamente e judicialmente atravez de sentença. Peço que seja retirado imediatmente do meu contra cheque o desconto indevido imediatamente. Segurando o limite e o desconto de 299,00. Que seja feito em carater de urgencia o cancelamento do mesmo.",,,44
322098,12,"Prezados,  Solicito suspensão imediata de desconto em folha de pagamento sobre este contrato, visto que a FINANCEIRA BRB  vendeu essa dívida para o BANCO PINE e no Portal SOUGOV os dados da cessão da dívida não forma atualizados e por esse motivo, tenho tentando portabilidade (desde novembro/2023) e o Sistema não autoriza. Abri reclamação contra Banco Pine junto ao Bacen (sem sucesso) e junto à Ouvidoria do Pine solicitando atualização dos dados e o Banco  alega que o cadastro no nome do BRB não impede a portabilidade (abri reclamação junto ao MGI e este informou que o Banco Pine deve atualizar a rubrica, mas este se nega). Diante da inércia do Banco Pine (que dificulta a portabilidade deliberadamente), solicito imediata suspensão dos descontos até a atualização para a rubrica correta (para o Sistema permitir a portabilidade). Att,",,,137
322099,11,conforme protocolo  sac 9480238402 desejo revisão dos dados e urgência no atendimento e copia real do contrato indevido agencia se nega  prosseguir com pedido gerente inapto ao atendimento.,,,28
322099,12,conforme protocolo  sac 9480238402 desejo revisão dos dados e urgência no atendimento e copia real do contrato indevido agencia se nega  prosseguir com pedido gerente inapto ao atendimento.,,,28
322100,10,"Prezados,  Solicito suspensão imediata de desconto em folha de pagamento sobre este contrato, visto que a FINANCEIRA BRB  vendeu essa dívida para o BANCO PINE e no Portal SOUGOV os dados da cessão da dívida não forma atualizados e por esse motivo, tenho tentando portabilidade (desde novembro/2023) e o Sistema não autoriza. Abri reclamação contra Banco Pine junto ao Bacen (sem sucesso) e junto à Ouvidoria do Pine solicitando atualização dos dados e o Banco  alega que o cadastro no nome do BRB não impede a portabilidade (abri reclamação junto ao MGI e este informou que o Banco Pine deve atualizar a rubrica, mas este se nega). Diante da inércia do Banco Pine (que dificulta a portabilidade deliberadamente), solicito imediata suspensão dos descontos até a atualização para a rubrica correta (para o Sistema permitir a portabilidade). Att,",,,137
322101,11,"Prezados,  Solicito suspensão imediata de desconto em folha de pagamento sobre este contrato, visto que a FINANCEIRA BRB  vendeu essa dívida para o BANCO PINE e no Portal SOUGOV os dados da cessão da dívida não forma atualizados e por esse motivo, tenho tentando portabilidade (desde novembro/2023) e o Sistema não autoriza. Abri reclamação contra Banco Pine junto ao Bacen (sem sucesso) e junto à Ouvidoria do Pine solicitando atualização dos dados e o Banco  alega que o cadastro no nome do BRB não impede a portabilidade (abri reclamação junto ao MGI e este informou que o Banco Pine deve atualizar a rubrica, mas este se nega). Diante da inércia do Banco Pine (que dificulta a portabilidade deliberadamente), solicito imediata suspensão dos descontos até a atualização para a rubrica correta (para o Sistema permitir a portabilidade). Att,",,,137
322102,10,"quero meu boleto pra pagar minha divida com o daycoval e o banco nao me manda, ja fiz a solicitação pelo o  (11) 99111-6583, que me passarão como whats do daycoval",,,31
322102,11,"quero meu boleto pra pagar minha divida com o daycoval e o banco nao me manda, ja fiz a solicitação pelo o  (11) 99111-6583, que me passarão como whats do daycoval",,,31
322102,12,"quero meu boleto pra pagar minha divida com o daycoval e o banco nao me manda, ja fiz a solicitação pelo o  (11) 99111-6583, que me passarão como whats do daycoval",,,31
322103,10,"Prezados,  Solicito suspensão imediata de desconto em folha de pagamento sobre este contrato, visto que a FINANCEIRA BRB  vendeu essa dívida para o BANCO PINE e no Portal SOUGOV os dados da cessão da dívida não forma atualizados e por esse motivo, tenho tentando portabilidade (desde novembro/2023) e o Sistema não autoriza. Abri reclamação contra Banco Pine junto ao Bacen (sem sucesso) e junto à Ouvidoria do Pine solicitando atualização dos dados e o Banco  alega que o cadastro no nome do BRB não impede a portabilidade (abri reclamação junto ao MGI e este informou que o Banco Pine deve atualizar a rubrica, mas este se nega). Diante da inércia do Banco Pine (que dificulta a portabilidade deliberadamente), solicito imediata suspensão dos descontos até a atualização para a rubrica correta (para o Sistema permitir a portabilidade). Att,",,,137
322104,12,"Bom dia!!  Eu já paguei esse meu contrato no dia 16/05 e até o presente momento eles não deram baixa no meu contrato.  eu já mandei email, já liguei, já mandei o comprovante de pagamento e nada de reconhecer o pagamento e dar as devidas baixas nesse contrato já pago.   Protocolo:237634580 Atendente: Marcelo informa que ainda não consta o pagamento e precisa enviar o comprovante de pagamento. *atendimento.cliente@santander.com.br  EU JÁ MANDEI EMAIL COM O COMPROVANTE PARA ESSE EMAIL QUE ME FOI SOLICITADO Eu preciso que isso seja resolvida o mais breve possível",,,92
322105,11,"Bom dia!!  Eu já paguei esse meu contrato no dia 16/05 e até o presente momento eles não deram baixa no meu contrato.  eu já mandei email, já liguei, já mandei o comprovante de pagamento e nada de reconhecer o pagamento e dar as devidas baixas nesse contrato já pago.   Protocolo:237634580 Atendente: Marcelo informa que ainda não consta o pagamento e precisa enviar o comprovante de pagamento. *atendimento.cliente@santander.com.br  EU JÁ MANDEI EMAIL COM O COMPROVANTE PARA ESSE EMAIL QUE ME FOI SOLICITADO Eu preciso que isso seja resolvida o mais breve possível",,,92
322106,10,Parcela esta negativando muito minha margem usando mais de 45% da margem,,,12
322107,12,"O banco não me envia o boleto de quitação total! Já fiz tudo que é possível, pedem 5 dias e não enviam, estou há mais de um mês solicitando e não recebo!",,,32
322108,12,"Boa tarde, fiz o pagamento do meu consignado dia 15 e já estamos no sétimo dia útil. Minha margem ainda aparece Sicoob e não tenho mais empréstimo no Sicoob. Peço encarecidamente a liberação da minha margem.",,,36
322109,12,contrato esta com taxa de juros abusiva  e eu entrei em um acordo e quitei e mesmo assim esta vindo na folha indevidamente,,,23
322110,10,"Peço a gentileza que seja enviado o contrato desse desconto, pois não recordo essa despesa.",,,15
322111,12,"Bom dia  fiz a quitação total do meu contrato de emprestimo consignado, porem ate o momento nao liberou o codigo de autorização 5%  solicito com extrema urgência devido problemas de saude a liberação do codigo de autorização 5% e a liberação da margem.. estao me ligando todo momento oferecendo novo empréstimos porem nao quero!",,,54
322112,10,"quero o meu boleto de quitação total de dividas. ja tentei por diversas vezes contato com o banco, porem sem sucesso",,,21
322113,11,"O banco não me envia o boleto de quitação total! Já fiz tudo que é possível, pedem 5 dias e não enviam, estou há mais de um mês solicitando e não recebo!",,,32
322114,12,JÁ FIZ A LIQUIDAÇÃO DO MEU CONSIGNADO E MESMO ASSIM AINDA NÃO FOI SOLTA MINHA MARGEM! JÁ TEM 7 DIAS QUE REALIZEI A QUITAÇÃO E ATÉ O MOMENTO MINHA MARGEM ESTÁ PRESA!,,,32
322115,10,"QUERO O MEU BOLETO DE QUITAÇÃO TOTAL DE DIVIDA, JA TENTEIO CONTATO COM O BANCO, POREM SEM SUCESSO",,,18
322116,11,"QUERO O MEU BOLETO DE QUITAÇÃO TOTAL DE DIVIDA, JA TENTEI CONTATO COM O BANCO, POREM NAO TIVE SUCESSO DE CONTATO COM ELES",,,23
322117,10,"QUERO O MEU BOLETO DE QUITAÇÃO TOTAL DE DIVIDAS, JA TENTEI CONTATO COM O BANCO POREM SEM SUCESSO",,,18
322118,12,Boa tarde  fiz a quitação total do meu cartão consignado e ate o momento nao liberou o codigo de autorização de 5% e muito menos a margem! solicito imediatamente a liberação do código de autorização e da margem consignado 5%  obrigado!!!,,,41
322119,11,"QUERO O MEU BOLETO DE QUITAÇÃO TOTAL DE DIVIDAS, JA TENTEI CONTATO COM O BANCO, POREM SEM SUCESSO",,,18
322120,10,"Boa tarde,  Estou precisando do boleto de quitação o banco Alfa não me envia, já tem vários dias que ligo, pesso e não me envia.So enviar a DDL nunca me enviaram o boleto por favor preciso do boleto",,,38
322121,10,"Ao tentar realizar um empréstimo com o banco tomei conhecimento que foi realizado um outro empréstimo consignado em meu nome, através do banco INTER os valores vêm sendo descontados repetidamente dos meus rendimentos, no valor mensal de R$1.629,20 sendo que não fiz nenhum empréstimo consignado, que não realizei. Diante de tal situação, venho informar que não solicitei empréstimo algum, nem assinei contrato com o banco INTER para a liberação dos valores correspondentes ao suposto empréstimo, sendo indevidos os descontos realizados em meus rendimentos, sem que tenha assinado contrato ou solicitação para a transação bancária realizada. É importante dizer que os rendimentos considerados como verba alimentar recebidos por mim, e que estão sofrendo descontos indevidos, se referem. Portanto, sendo verba alimentar não pode sofrer descontos sem minha autorização, o que já vem ocorrendo parcelas mensais já descontadas, o que torna o prejuízo ainda maior, pois deixa de ser utilizado para minha subsistência, desfalcando meus rendimentos sem que tenha concedido nenhuma autorização para a concretização dos descontos que vêm sendo realizados mensalmente, de forma abusiva! Não realizei ou autorizei qualquer pessoa a realizar empréstimo consignado em meu nome, logo, qualquer transação realizada deve ser considerada nula, pois desconheço a dívida realizada em meu nome e sem minha permissão. Assim, não reconheço o empréstimo realizado em meu nome e solicito a imediata suspensão dos descontos mensais e o cancelamento do empréstimo  consignado que não solicitei, descontos que, como já informado, estão causando grave prejuízo mensalmente, pois são indevidos e abusivos e devem ser cessados imediatamente. Informo ainda que estarei buscando as vias judiciais para resolver a presente situação, caso não seja realizada de forma satisfativa, o mais breve possível, devendo os descontos cessarem imediatamente, para que não se dê continuidade aos prejuízos que já são imensos e os descontos se repetem mensalmente, com desfalques consideráveis em meus rendimentos/aposentadoria, o que torna a situação ainda mais grave e abusiva. Aguardo retorno o mais rápido possível para que cessem os descontos mensais em meus rendimentos, bem como seja cancelado definitivamente o empréstimo consignado com o banco INTER apenas como forma de justiça! Aguardo o cancelamento desta rubrica, a liberação da minha margem e o cumprimento da lei 10.820.",,,363
322122,10,"Boa tarde, Estou precisando do boleto de quitação, este banco não me enviou por E-mail, já liguei várias vezes incansavelmente.",,,20
322123,12,"Envio essa reclamação para informar que no mês de maio, no dia 21/05, realizei a quitação de 100% da divida não devendo mais mesma ser descontada na minha folha de pagamento do mês de junho, conforme os comprovante em anexo. Caso o banco não pare de descontar, requero que a administração não permita o pagamento ao banco, caso o banco não tenha retirado a rubrica. Requero que também seja derrubada a autorização para consigar com este banco. E assim que peço.",,,81
322124,10,"Ao tentar realizar um empréstimo com o banco tomei conhecimento que foi realizado um outro empréstimo consignado em meu nome, através do banco INTER os valores vêm sendo descontados repetidamente dos meus rendimentos, no valor mensal de R$2175.16  sendo que não fiz nenhum empréstimo consignado, que não realizei. Diante de tal situação, venho informar que não solicitei empréstimo algum, nem assinei contrato com o banco INTER para a liberação dos valores correspondentes ao suposto empréstimo, sendo indevidos os descontos realizados em meus rendimentos, sem que tenha assinado contrato ou solicitação para a transação bancária realizada. É importante dizer que os rendimentos considerados como verba alimentar recebidos por mim, e que estão sofrendo descontos indevidos, se referem. Portanto, sendo verba alimentar não pode sofrer descontos sem minha autorização, o que já vem ocorrendo parcelas mensais já descontadas, o que torna o prejuízo ainda maior, pois deixa de ser utilizado para minha subsistência, desfalcando meus rendimentos sem que tenha concedido nenhuma autorização para a concretização dos descontos que vêm sendo realizados mensalmente, de forma abusiva! Não realizei ou autorizei qualquer pessoa a realizar empréstimo consignado em meu nome, logo, qualquer transação realizada deve ser considerada nula, pois desconheço a dívida realizada em meu nome e sem minha permissão. Assim, não reconheço o empréstimo realizado em meu nome e solicito a imediata suspensão dos descontos mensais e o cancelamento do empréstimo      consignado que não solicitei, descontos que, como já informado, estão causando grave prejuízo mensalmente, pois são indevidos e abusivos e devem ser cessados imediatamente. Informo ainda que estarei buscando as vias judiciais para resolver a presente situação, caso não seja realizada de forma satisfativa, o mais breve possível, devendo os descontos cessarem imediatamente, para que não se dê continuidade aos prejuízos que já são imensos e os descontos se repetem mensalmente, com desfalques consideráveis em meus rendimentos/aposentadoria, o que torna a situação ainda mais grave e abusiva. Aguardo retorno o mais rápido possível para que cessem os descontos mensais em meus rendimentos, bem como seja cancelado definitivamente o empréstimo consignado com o banco INTER apenas como forma de justiça! Aguardo o cancelamento desta rubrica, a liberação da minha margem e o cumprimento da lei 10.820.",,,363
322125,10,"BOA TARDE   QUITEI MEU EMPRESTIMO E O BANCO NAO SOLTA MINHA MARGEM , JA ENVIE COMPROVANTE NO SAC E O BANCO NAO LIBERA",,,23
322125,11,"BOA TARDE   QUITEI MEU EMPRESTIMO E O BANCO NAO SOLTA MINHA MARGEM , JA ENVIE COMPROVANTE NO SAC E O BANCO NAO LIBERA",,,23
322125,12,"BOA TARDE   QUITEI MEU EMPRESTIMO E O BANCO NAO SOLTA MINHA MARGEM , JA ENVIE COMPROVANTE NO SAC E O BANCO NAO LIBERA",,,23
322126,12,"Boa tarde, Fiz o pagamento do meu cartão consignado do banco PAN fatura no valor de 8.439,66 entretanto o banco ainda não desvinculou minha margem e mesma continua presa, solicito a liberação imediata da minha margem.",,,36
322127,11,"solicito mais uma vez todos os meus boletos de quitação totald e todos os meus emprestimos consignado, pois ja tentei outras vezes e oi banco continua a se negar  è de direito meu ter os meus boletos e quitá-los quando eu precisar, pois pé caso de saúde",,,47
322128,11,Parcela esta negativando a margem impedindo de egociar contratos,,,9
322129,10,preciso que liberem a minha margem não tenho benef¿ício com este desconto e está prejudicando meus rendimentos Preciso que seja cancelado e minha margem liberada o quanto antes,,,28
322130,12,"quero o meu boleto de quitação total de dividas, banco nao da retorno das minhas solicitações",,,16
322131,10,Parcela esta negativando minha margem impedindo negociacao dos contratos,,,9
322132,11,parcela esta negativando minha margem impedindo de negociar contratos,,,9
322133,12,PARCELA ESTA NEGATIVANDO MINHA MARGEM IMPOSSIBILOTANDO NEGOCIACAO DE CONTRATOS,,,9
322134,10,PARCELA ESTA NEGATIVANDO MINHA MARGEM IMPEDINDO DE NEGOCIAR DEMAIS CONTRATOS,,,10
322135,11,PEÇO A SUSPENSAO TEMPORARIA DEVIDO A CATASTROFE NATURAL NO RS DO MEU CONSGNADO,,,13
322136,10,"estou com minha margem presa e preciso que desaverbem o quanto antes, quitei o cartão em dezembro e não tenho interesse em utilizar mais.",,,24
322136,11,"estou com minha margem presa e preciso que desaverbem o quanto antes, quitei o cartão em dezembro e não tenho interesse em utilizar mais.",,,24
322136,12,"estou com minha margem presa e preciso que desaverbem o quanto antes, quitei o cartão em dezembro e não tenho interesse em utilizar mais.",,,24
322137,12,PEÇO A SUSPENSAO DO MEU CONSIGNADO DEVIDO AS TRAGEDIOS DO ESTADO RS COMO PERMITE A LEI,,,16
322138,10,DEVIDO AS TRAGEDIAS DO RS COMO PERMITE A LEI PEÇO A SUSPENSAO DO MEU CONSIGNADO,,,15
322139,10,Esse contrato foi insério de forma ilegal não autorizei esse desconto.,,,11
322140,12,"Bom dia, colegas do Sougov. O desconto do plano de saúde no contracheque de abril de 2024, pago em maio de 2024 foi irregular, já que o plano tinha sido cancelado no dia 20 de abril de 2024. Estou tendo enorme dificuldade para pedir o estorno desta cobrança junto à empresa.  Para a minha surpresa a cobrança também está presente no contra cheque de maio, a ser pago em junho.",,,70
322141,12,"Quero o boleto de quitação do meus empréstimos com o Banco Pan para quitação com recursos próprios. Parcelas de R$80,66 R$146,97 R$139,54 R$102,79.  Essas são as parcelas que eu desejo o boleto para quitação do contrato com recursos próprios.",,,39
322142,10,"Consta em base que ela assinou essa portabilidade, sendo que ela não assina ,existe documento que consta essa assinatura ,e não existe ,se trata de um golpe.",,,27
322143,11,"Quero que seja feito o cancelamentoe desse desconto, pois a taxa de juros  está diferente da que me falaram que iria ser aplicada nesse empréstimo.",,,25
322144,10,"Eu já solicitei diversas vezes ao banco a cópia do contrato caso eu tenha assinado. Eu não lembro em momento algum de ter assinado qualquer contrato com o BRB. E mesmo após todas as tentativas de pedir comprovação da minha assinatura do contrato e quando foi e com quem foi, nenhuma resposta obtive. E continuo sendo descontado, sem a certeza de ter firmado o contato.",,,65
322145,12,"Em 17/04/2024, eu quitei o consignado do Banco Pan, com parcelas de 489,00. O boleto de quitação (em anexo) já inclui a parcela com vencimento em 07/05/2024. Ocorre que o desconto de tal parcela permaneceu  no contracheque de abril/2024. O que gera uma dupla cobrança da mesma parcela, posto que o valor já foi pago na quitação antecipada do empréstimo. O Banco Pan ainda não devolveu a parcela cobrada indevidamente.",,,70
322146,12,"Solicito que soltem minha margem, e liberem meu código no meu portal sougov.  Não tenho mais desconto no contra cheque e vcs estão me impedindo de trabalhar com outros bancos.",,,30
322147,12,Boa tarde fiz a quitação total do meu contrato de emprestimo porem nao foi liberada autorização de 5% dentro do portal! fiz a quitacao total e ainda nao liberou nem se quer autorização e muito menos a margem!,,,38
322148,12,"Solicito o boleto para quitação, antecipado do meu contrato de empréstimo, por favor me enviar o mais rapido possível, irei quitar com recursos próprios.",,,24
322149,10,"Boa tarde! Já entrei em contato com voces diversas vezes para além de cancelar meu cartão, liberar minha margem de 5% mas voces ainda não liberam, disseram que eu tinha que quitar a divida, ja quitei a dias e até agora nada, preciso da minha margem, como fazer já que não consigo pelo SAC de voces?",,,56
322149,11,"Boa tarde! Já entrei em contato com voces diversas vezes para além de cancelar meu cartão, liberar minha margem de 5% mas voces ainda não liberam, disseram que eu tinha que quitar a divida, ja quitei a dias e até agora nada, preciso da minha margem, como fazer já que não consigo pelo SAC de voces?",,,56
322149,12,"Boa tarde! Já entrei em contato com voces diversas vezes para além de cancelar meu cartão, liberar minha margem de 5% mas voces ainda não liberam, disseram que eu tinha que quitar a divida, ja quitei a dias e até agora nada, preciso da minha margem, como fazer já que não consigo pelo SAC de voces?",,,56
322150,10,"Prezados, boa tarde. Fiz a quitação do meu cartão de credito e, até o presente momento, o banco não cancelou o meu código único, de 5% do cartão do credito e, também não realizaram a liberação da minha margem. Visto que esta solicitação, passou por todos os protocolos da instituição e não foi saneada: Solicito a liberação, da minha margem e do código único, com caráter de urgência.",,,68
322150,12,"Prezados, boa tarde. Fiz a quitação do meu cartão de credito e, até o presente momento, o banco não cancelou o meu código único, de 5% do cartão do credito e, também não realizaram a liberação da minha margem. Visto que esta solicitação, passou por todos os protocolos da instituição e não foi saneada: Solicito a liberação, da minha margem e do código único, com caráter de urgência.",,,68
322151,11,"Fiz o contrato com uma promessa de taxa de juros que hoje se ncontra mais alta, visto isso solicito imediatamente o cancelamento desse desconto",,,24
322152,10,"Ao tentar realizar um empréstimo com o banco tomei conhecimento que foi realizado um outro empréstimo consignado em meu nome, através do banco Inter. Os valores vêm sendo descontados repetidamente dos meus rendimentos, no valor mensal de R$ 677,00 , sendo que não fiz nenhum empréstimo consignado  . Diante de tal situação, venho informar que não solicitei empréstimo algum, nem assinei contrato com o banco inter para a liberação dos valores correspondentes ao suposto empréstimo, sendo indevidos os descontos realizados em meus rendimentos, sem que tenha assinado contrato ou solicitação para a transação bancária realizada. É importante dizer que os rendimentos considerados como verba alimentar recebidos por mim, e que estão sofrendo descontos indevidos, se referem. Portanto, sendo verba alimentar não pode sofrer descontos sem minha autorização, o que já vem ocorrendo parcelas mensais já descontadas, o que torna o prejuízo ainda maior, pois deixa de ser utilizado para minha subsistência, desfalcando meus rendimentos sem que tenha concedido nenhuma autorização para a concretização dos descontos que vêm sendo realizados mensalmente, de forma abusiva! Não realizei ou autorizei qualquer pessoa a realizar empréstimo consignado em meu nome, logo, qualquer transação realizada deve ser considerada nula, pois desconheço a dívida realizada em meu nome e sem minha permissão. Assim, não reconheço o empréstimo realizado em meu nome e solicito a imediata suspensão dos descontos mensais e o cancelamento do empréstimo consignado que não solicitei, descontos que, como já informado, estão causando grave prejuízo mensalmente, pois são indevidos e abusivos e devem ser cessados imediatamente. Informo ainda que estarei buscando as vias judiciais para resolver a presente situação, caso não seja realizada de forma satisfativa, o mais breve possível, devendo os descontos cessarem imediatamente, para que não se dê continuidade aos prejuízos que já são imensos e os descontos se repetem mensalmente, com desfalques consideráveis em meus rendimentos/aposentadoria, o que torna a situação ainda mais grave e abusiva. Aguardo retorno o mais rápido possível para que cessem os descontos mensais em meus rendimentos, bem como seja cancelado definitivamente o empréstimo consignado com o banco inter, apenas como forma de justiça! Aguardo o cancelamento, e a liberação da minha margem e o cumprimento da lei 10.820.",,,362
322153,10,"Prezados, boa tarde. Fiz a quitação do meu cartão de credito e, até o presente momento, o banco não cancelou o meu código único, de 5% do cartão do credito e, também não realizaram a liberação da minha margem. Visto que esta solicitação, passou por todos os protocolos da instituição e não foi saneada: Solicito a liberação, da minha margem e do código único, com caráter de urgência.",,,68
322153,12,"Prezados, boa tarde. Fiz a quitação do meu cartão de credito e, até o presente momento, o banco não cancelou o meu código único, de 5% do cartão do credito e, também não realizaram a liberação da minha margem. Visto que esta solicitação, passou por todos os protocolos da instituição e não foi saneada: Solicito a liberação, da minha margem e do código único, com caráter de urgência.",,,68
322154,10,"Boa tarde,   liquidei este cartão via portal renegocie banco Pan e solicito o cancelamento do código único do cartão de crédito e a liberação de minha margem consignável.",,,28
322154,12,"Boa tarde,   liquidei este cartão via portal renegocie banco Pan e solicito o cancelamento do código único do cartão de crédito e a liberação de minha margem consignável.",,,28
322155,10,"Prezados, boa tarde. Fiz a quitação do meu cartão de credito e, até o presente momento, o banco não cancelou o meu código único, de 5% do cartão do credito e, também não realizaram a liberação da minha margem. Visto que esta solicitação, passou por todos os protocolos da instituição e não foi saneada: Solicito a liberação, da minha margem e do código único, com caráter de urgência.",,,68
322155,12,"Prezados, boa tarde. Fiz a quitação do meu cartão de credito e, até o presente momento, o banco não cancelou o meu código único, de 5% do cartão do credito e, também não realizaram a liberação da minha margem. Visto que esta solicitação, passou por todos os protocolos da instituição e não foi saneada: Solicito a liberação, da minha margem e do código único, com caráter de urgência.",,,68
322156,10,"Prezados, boa tarde. Fiz a quitação do meu cartão de credito e, até o presente momento, o banco não cancelou o meu código único, de 5% do cartão do credito e, também não realizaram a liberação da minha margem. Visto que esta solicitação, passou por todos os protocolos da instituição e não foi saneada: Solicito a liberação, da minha margem e do código único, com caráter de urgência.",,,68
322156,12,"Prezados, boa tarde. Fiz a quitação do meu cartão de credito e, até o presente momento, o banco não cancelou o meu código único, de 5% do cartão do credito e, também não realizaram a liberação da minha margem. Visto que esta solicitação, passou por todos os protocolos da instituição e não foi saneada: Solicito a liberação, da minha margem e do código único, com caráter de urgência.",,,68
322157,10,"Solicito ao banco Master o Boleto de Quitação, referente a parcela de 53,40.",,,13
322158,10,"Solicito ao Banco Master o Boleto de Quitação, referente a parcela de 28,24.",,,13
322159,10,"Solicito ao Banco Santander o Boleto de Quitação, referente a parcela de 40,40..",,,13
322160,12,Contrato está com taxa de juros abusiva e eu entrei em um acordo e quitei e mesmo assim está vindo na folha indevidamente.,,,23
322161,10,"Solicito ao Banco Santander o Boleto de Quitação, referente a parcela de 20,00.",,,13
322162,12,"Informo que no dia 03/05/2024 através do aplicativo do Serasa Experian. Formalizei acordo para quitação do cartão da dívida do cartão de credito do pan consignado conforme prints em anexo. Logo, solicito o ressarcimento do desconto que será aplicado na rubrica do mês 05/2024.",,,44
322163,10,"Solicito ao Banco Santander o Boleto de Quitação, referente a parcela de 8,00.",,,13
322164,12,Contrato está com taxa de juros abusiva e eu entrei em um acordo e quitei e mesmo assim está vindo na folha indevidamente,,,23
322165,12,"Venho por meio dessa fazer uma reclamação em relação ao Banco Inter, referente a um contrato cujo valor de parcela era no valor de R$96,62.  Acontece que esse contrato foi portado para outro banco no dia 15 de abril de 2024. E ainda sim, houve desconto no pagamento que ocorreu na folha de pagamento do mês de abril (ANEXO 2).  Entrei em contato com o banco no dia 21 de maio (Protocolo 240521157632006), solicitando o reembolso desse valor e foi alegado que o valor foi utilizado para regularizar outro contrato (número 11950935) e cujo valor de parcela é de R$449,00.  No entanto, esse contrato de número 11950935 foi averbado em 26/03/2024, conforme Extrato de Consignação (ANEXO 1), e portanto o desconto teria início na folha de Abril, o que aconteceu, conforme holerite da folha de Abril (ANEXO 2) e previsão de desconto da segunda parcela no mês de maio, conforme holerite de maio (ANEXO 3). Ou seja, o contrato está rigorosamente em dia. E nunca o valor de um contrato pode ser usado para pagar outro.  Sendo assim, solicito o reembolso do valor de R$96,62.  Ednaldo Antônio de Andrade",,,189
322166,12,Prezados Esse contrato foi realizado em 2016 ou seja tenho 8 anos pagando um contrato que deveria ter sido liquidado em 62 meses porém essa instituição continua efetuando o desconto. Solicito providencia em relação a essa instituição e que o mesmo tenho esse desconto suspenso imediatamente.,,,46
322167,10,"DESDE O MES DE ABRIL/2024 ESTA SENDO DESCONTADO A MENSALIDADE SINDICAL SEM A MINHA AUTORIZAÇÃO. POR ISSO PEÇO A EXCLUSÃO IMEDIATA DO DESCONTO, CASO CONTRARIO, ENTRAREI COM MEDIDAS JUDICIAIS.",,,29
322168,10,"Estive no Banco Bradesco e não localizaram nenhuma apólice em meu nome. Busquei informações via Solicorp e eles também não dispõe de nenhum dado, exceto o demonstrativo de descontos desde 2014. Fiz este Seguro com o.Bradesco em.2007, através da Assefaz e desde então pago através de desconto em folha de pagamento. Gostaria de cancelar minha autorização para este débito, visto que não estou tendo nenhuma confirmação deste seguro de vida junto ao Bradesco. Cel.para contato 38 9 99031483.",,,78
